file,parseTime,initTime,allCount,unknownCount,parseUPTime,initUPTime,allUPCount,unknownUPCount
yakindu-50_9.problem,163,365,1316,708,147,468,1152,544
yakindu-60_1.problem,101,316,1953,1189,123,365,1630,866
yakindu-60_10.problem,118,282,1939,1205,159,307,1663,929
yakindu-60_11.problem,163,365,1582,815,183,620,1333,566
yakindu-60_12.problem,160,383,1647,992,147,445,1401,746
yakindu-60_13.problem,101,239,1682,972,109,313,1478,768
yakindu-60_14.problem,192,416,1852,1149,169,520,1465,762
yakindu-60_15.problem,112,270,1764,1040,116,294,1419,695
yakindu-60_16.problem,99,288,1878,1162,142,288,1667,951
yakindu-60_17.problem,137,355,1836,1132,133,290,1521,817
yakindu-60_18.problem,92,243,1586,885,114,298,1324,623
yakindu-60_19.problem,152,275,1978,1199,150,465,1588,809
yakindu-60_2.problem,116,339,1836,1121,128,418,1507,792
yakindu-60_20.problem,121,252,1998,1236,101,424,1570,808
yakindu-60_21.problem,111,424,2102,1398,196,463,1693,989
yakindu-60_22.problem,68,158,1598,908,76,228,1396,706
yakindu-60_23.problem,92,210,1844,1149,94,234,1539,844
yakindu-60_24.problem,106,239,1892,1148,154,312,1478,734
yakindu-60_25.problem,181,365,1613,835,191,462,1403,625
yakindu-60_26.problem,117,288,1876,1102,177,464,1476,702
yakindu-60_27.problem,131,434,1672,947,125,317,1392,667
yakindu-60_28.problem,116,281,1877,1165,126,302,1518,806
yakindu-60_29.problem,107,401,1666,1005,155,473,1420,759
yakindu-60_3.problem,125,277,2056,1287,179,485,1561,792
yakindu-60_30.problem,159,281,1566,879,147,396,1303,616
yakindu-60_4.problem,147,383,1547,776,166,494,1359,588
yakindu-60_5.problem,167,431,2045,1274,114,492,1708,937
yakindu-60_6.problem,186,406,1697,1009,181,620,1434,746
yakindu-60_7.problem,107,248,1905,1205,110,300,1562,862
yakindu-60_8.problem,92,182,1729,1029,100,248,1391,691
yakindu-60_9.problem,194,295,1415,716,160,361,1228,529
yakindu-70_1.problem,195,373,2153,1289,171,474,1833,969
yakindu-70_10.problem,194,398,2355,1455,260,559,2061,1161
yakindu-70_11.problem,121,283,1881,1017,149,424,1609,745
yakindu-70_12.problem,178,452,2322,1507,179,489,1904,1089
yakindu-70_13.problem,105,225,2192,1329,179,350,1802,939
yakindu-70_14.problem,109,284,2223,1370,113,297,1778,925
yakindu-70_15.problem,204,391,2146,1280,209,517,1744,878
yakindu-70_16.problem,187,408,2248,1442,188,464,1843,1037
yakindu-70_17.problem,115,250,2490,1630,105,296,1876,1016
yakindu-70_18.problem,141,237,2060,1164,113,342,1758,862
yakindu-70_19.problem,66,203,2220,1373,76,191,1822,975
yakindu-70_2.problem,118,245,2259,1434,163,362,1817,992
yakindu-70_20.problem,183,381,2262,1408,173,489,1862,1008
yakindu-70_21.problem,121,301,1855,986,128,334,1663,794
yakindu-70_22.problem,121,292,2128,1228,115,328,1855,955
yakindu-70_23.problem,100,248,2027,1253,145,458,1728,954
yakindu-70_24.problem,185,297,1913,1089,169,519,1657,833
yakindu-70_25.problem,156,248,2498,1642,155,455,1974,1118
yakindu-70_26.problem,162,358,2368,1475,165,487,2000,1107
yakindu-70_27.problem,82,175,2014,1178,87,215,1722,886
yakindu-70_28.problem,189,392,2369,1518,183,526,1978,1127
yakindu-70_29.problem,159,357,2043,1214,168,456,1607,778
yakindu-70_3.problem,191,412,2440,1614,132,476,1956,1130
yakindu-70_30.problem,179,451,2040,1186,208,505,1760,906
yakindu-70_4.problem,132,240,2030,1176,163,308,1770,916
yakindu-70_5.problem,100,323,2377,1502,121,290,1986,1111
yakindu-70_6.problem,107,272,2037,1228,162,462,1707,898
yakindu-70_7.problem,94,233,2558,1716,119,287,1957,1115
yakindu-70_8.problem,197,402,2022,1130,158,465,1771,879
yakindu-70_9.problem,184,368,2362,1465,184,475,1995,1098
yakindu-80_1.problem,102,264,2170,1160,144,284,1793,783
yakindu-80_10.problem,153,287,2937,1970,194,537,2439,1472
yakindu-80_11.problem,133,283,2746,1776,182,401,2209,1239
yakindu-80_12.problem,92,238,2874,1932,99,237,2494,1552
yakindu-80_13.problem,194,401,2511,1544,182,524,2078,1111
yakindu-80_14.problem,137,259,2969,1994,124,326,2413,1438
yakindu-80_15.problem,128,235,2287,1330,119,337,1897,940
yakindu-80_16.problem,130,268,2195,1242,123,397,1909,956
yakindu-80_17.problem,212,419,3085,2088,205,480,2393,1396
yakindu-80_18.problem,155,266,2205,1187,185,352,1926,908
yakindu-80_19.problem,226,581,3020,2005,194,624,2457,1442
yakindu-80_2.problem,188,396,3542,2552,218,696,2809,1819
yakindu-80_20.problem,131,334,2289,1328,122,353,2047,1086
yakindu-80_21.problem,117,238,2262,1239,125,332,1990,967
yakindu-80_22.problem,196,379,3281,2330,219,536,2593,1642
yakindu-80_23.problem,111,233,2660,1766,157,364,2311,1417
yakindu-80_24.problem,211,400,2928,2049,186,546,2287,1408
yakindu-80_25.problem,173,399,2891,1923,175,549,2486,1518
yakindu-80_26.problem,119,279,3009,2022,126,343,2256,1269
yakindu-80_27.problem,108,252,3045,2029,124,307,2365,1349
yakindu-80_28.problem,180,285,2300,1332,179,456,2036,1068
yakindu-80_29.problem,177,390,3147,2198,246,533,2347,1398
yakindu-80_3.problem,219,427,2544,1531,140,450,2120,1107
yakindu-80_30.problem,129,239,2058,1103,129,317,1861,906
yakindu-80_4.problem,69,156,2353,1392,78,201,1938,977
yakindu-80_5.problem,162,415,2710,1759,188,421,2207,1256
yakindu-80_6.problem,101,234,2400,1440,106,298,2053,1093
yakindu-80_7.problem,192,413,2276,1257,205,496,1948,929
yakindu-80_8.problem,210,474,2638,1649,227,679,2213,1224
yakindu-80_9.problem,108,323,3056,2116,118,327,2430,1490
yakindu-90_1.problem,226,644,3022,1932,236,694,2442,1352
yakindu-90_10.problem,181,438,3021,1926,170,515,2662,1567
yakindu-90_11.problem,82,164,2979,1883,85,248,2283,1187
yakindu-90_12.problem,191,389,2985,1898,196,491,2514,1427
yakindu-90_13.problem,96,194,3660,2592,98,274,2828,1760
yakindu-90_14.problem,85,192,2811,1714,88,230,2330,1233
yakindu-90_15.problem,104,233,3129,2069,102,262,2556,1496
yakindu-90_16.problem,117,265,4016,2901,138,405,3142,2027
yakindu-90_17.problem,72,171,3429,2348,87,227,2780,1699
yakindu-90_18.problem,230,352,3260,2122,125,309,2628,1490
yakindu-90_19.problem,194,398,3240,2124,185,560,2670,1554
yakindu-90_2.problem,94,195,3074,1967,99,289,2455,1348
yakindu-90_20.problem,176,309,2982,1844,191,432,2492,1354
yakindu-90_21.problem,177,382,2702,1557,181,515,2353,1208
yakindu-90_22.problem,197,420,3394,2275,203,533,2885,1766
yakindu-90_23.problem,149,292,2709,1700,181,430,2205,1196
yakindu-90_24.problem,103,242,3983,2849,146,313,2865,1731
yakindu-90_25.problem,162,304,2841,1731,184,424,2326,1216
yakindu-90_26.problem,127,263,2993,1914,201,445,2584,1505
yakindu-90_27.problem,196,369,2802,1686,200,475,2498,1382
yakindu-90_28.problem,109,258,2586,1446,115,297,2274,1134
yakindu-90_29.problem,81,186,3894,2776,94,234,2981,1863
yakindu-90_3.problem,230,399,3160,2075,226,681,2488,1403
yakindu-90_30.problem,136,330,3044,1903,186,442,2498,1357
yakindu-90_4.problem,177,256,3234,2132,163,352,2650,1548
yakindu-90_5.problem,97,270,2782,1654,98,256,2393,1265
yakindu-90_6.problem,143,310,2576,1512,135,348,2113,1049
yakindu-90_7.problem,141,401,3068,1946,125,394,2457,1335
yakindu-90_8.problem,96,215,3170,2023,104,277,2753,1606
yakindu-90_9.problem,176,412,4603,3528,125,418,3652,2577
